750.0	0.0877
816.6666666666666	0.1087
852.2222222222222	0.0502
914.4444444444445	0.18860000000000002
1030.0	0.49840000000000007
1136.6666666666667	0.34249999999999997
1234.4444444444443	0.52
1270.0	0.9686
1416.6666666666667	0.22490000000000002
1443.3333333333333	0.2241
1470.0	0.2466
1510.0	1.0
1585.5555555555557	0.1368
1638.888888888889	0.0886
2843.3333333333335	0.2298
2945.5555555555557	0.377
3003.3333333333335	0.3005
3038.8888888888887	0.1322
3087.777777777778	0.1291
